LONGITUDE,LATITUDE,TIMESTAMP,NO
-1.7297,113.9598,25082015,777
-1.794,113.3822,25082015,778
-1.66,113.6796,25082015,779
-1.6612,113.6706,25082015,780
-1.651,113.6783,25082015,781
-1.6523,113.6693,25082015,782
-1.6304,113.5653,25082015,783
-1.6139,113.4828,25082015,784
-1.5701,113.596,25082015,785
-1.5213,113.5523,25082015,786
-1.5431,113.3988,25082015,787
-1.5443,113.3897,25082015,788
-1.5456,113.3807,25082015,789
-2.4368,114.0374,25082015,790
-2.4278,114.0361,25082015,791
-2.2527,113.8241,25082015,792
-2.2561,113.801,25082015,793
-2.1101,113.7429,25082015,794
-2.0825,113.7387,25082015,795
-1.6221,113.4763,25082015,796
-1.6085,113.4742,25082015,797
-1.588,113.4258,25082015,798
-1.6154,113.4694,25082015,799
-1.5778,113.4409,25082015,800
-1.5811,113.4188,25082015,801
-1.6123,113.4772,25082015,802
-2.3366,114.199,26082015,803
-2.2624,113.827,26082015,804
-2.2476,113.8292,26082015,805
-2.2633,113.8218,26082015,806
-2.2541,113.9569,27082015,807
-2.2509,113.8118,27082015,808
-2.2522,113.8207,27082015,809
-2.2612,113.8194,27082015,810
-2.3468,114.2044,27082015,811
-2.2498,113.8135,27082015,812
-2.2528,113.8091,29082015,813
-2.2648,113.8194,29082015,814
-2.3326,113.958,29082015,815
-2.4396,114.042,29082015,816
-2.2454,113.8197,29082015,817
-2.2555,113.8087,29082015,818
-2.2542,113.8179,29082015,819
